0.787537,,,,,,a averege ,,,,,,,
0.821179,,0.040233506,,,,2.469828479,,,,,,,
0.847778,2.224046921,,,,,3.392560508,,,,,,,
0.880305,3.996334311,0.060350259,,,,2.06079081,,,,,,,
0.908274,5.768621701,0.060350259,-5.839491691,0.100583765,,3.838464549,,,,,,,
0.941725,,,,,,1.30129717,,,,,,,
0.969667,,,,,,4.134428915,,,,,,,
1.003385,5.422922776,0.281634541,-5.392961877,0.281634541,,1.443095621,,,,,,,
1.033681,5.422922776,0.321868047,-5.392961877,0.382218306,,3.746369041,,,,,,,
1.063181,5.422922776,0.442568565,-5.392961877,0.462685318,,2.237681085,,,,,,when V 6t.8,0.259983361
1.087616,5.422922776,0.502918824,-5.392961877,0.502918824,,2.087305325,,,,,,,
1.123194,5.422922776,0.623619342,-5.392961877,0.623619342,,4.207821486,0.79245283,,,,,,
1.152479,5.422922776,0.683969601,-5.392961877,0.744319859,,2.310411503,,,,,,,
1.183924,5.482844575,0.804670118,-5.452883675,0.824786871,,2.458788404,,,,,,,
1.214842,5.482844575,0.844903624,-5.452883675,0.945487389,,1.79528376,,,,,,,
1.244036,5.482844575,0.965604142,-5.452883675,1.005837648,,3.99967253,,,,,,,
1.271916,5.482844575,1.005837648,-5.452883675,1.08630466,,1.47786901,,,,,,,
1.304134,5.482844575,1.126538166,-5.452883675,1.146654919,,3.562504951,,,,,,,
1.331104,5.572727273,1.186888425,-5.632649071,1.22712193,,1.672007061,,,,,,,
1.360017,5.572727273,1.247238683,-5.632649071,1.327705695,,1.294930992,,,,,,,
1.383921,5.572727273,1.347822448,-5.632649071,1.388055954,,2.333459339,,,,,,,
1.410042,5.572727273,1.408172707,-5.632649071,1.42828946,,1.632455811,,,,,,,
1.467313,5.572727273,1.548989978,-5.632649071,1.569106731,,1.975458556,,,,,,,
1.500929,5.662609971,1.609340237,-5.752492669,1.669690496,,2.25086748,,,,,,,
1.526077,5.662609971,1.709924001,-5.752492669,1.709924001,,2.754461838,,,,,,,
1.553301,5.662609971,1.750157507,-5.752492669,1.810507766,,1.690412416,,,,,,,
1.581535,5.662609971,1.850741272,-5.752492669,1.850741272,,0,,,,,,,
